"term","fullTerm"
"dicom:Tag.3004.0042","http://purl.org/healthcarevocab/v1#Tag.3004.0042"
"maso:Personne","http://securitytoolbox.appspot.com/MASO#Personne"
"cwrc:personalPropertySelfDeclared","http://sparql.cwrc.ca/ontologies/cwrc#personalPropertySelfDeclared"
"cwrc:personalProperty","http://sparql.cwrc.ca/ontologies/cwrc#personalProperty"
"osp:chefDuGouvernement","http://data.lirmm.fr/ontologies/osp#chefDuGouvernement"
"con:region","http://www.w3.org/2000/10/swap/pim/contact#region"
"rdae:P20029","http://rdaregistry.info/Elements/e/P20029"
"biotop:originalPartOf","http://purl.org/biotop/biotop.owl#originalPartOf"
"npg:Issue","http://ns.nature.com/terms/Issue"
"npg:issue","http://ns.nature.com/terms/issue"
"dcndl:issue","http://ndl.go.jp/dcndl/terms/issue"
"sro:Issue","http://salt.semanticauthoring.org/ontologies/sro#Issue"
"bibo:issue","http://purl.org/ontology/bibo/issue"
"voag:Issue","http://voag.linkedmodel.org/voag#Issue"
"ibis:Issue","https://privatealpha.com/ontology/ibis/1#Issue"
"ipo:Issue","http://purl.org/ipo/core#Issue"
"cbo:Issue","http://comicmeta.org/cbo/Issue"
"lexinfo:holonymTerm","http://www.lexinfo.net/ontology/2.0/lexinfo#holonymTerm"
"lexinfo:partHolonym","http://www.lexinfo.net/ontology/2.0/lexinfo#partHolonym"
"lexinfo:substanceHolonym","http://www.lexinfo.net/ontology/2.0/lexinfo#substanceHolonym"
"lexinfo:memberHolonym","http://www.lexinfo.net/ontology/2.0/lexinfo#memberHolonym"
"stac:FrameworkTechnology","http://securitytoolbox.appspot.com/stac#FrameworkTechnology"
"pproc:frameworkAgreement","http://contsem.unizar.es/def/sector-publico/pproc#frameworkAgreement"
"stac:FrameworkAttack","http://securitytoolbox.appspot.com/stac#FrameworkAttack"
"llont:LDFramework","http://www.linklion.org/ontology#LDFramework"
"pproc:frameworkAgreementDerivativeContract","http://contsem.unizar.es/def/sector-publico/pproc#frameworkAgreementDerivativeContract"
"frapo:ResearchGroup","http://purl.org/cerif/frapo/ResearchGroup"
"poder:hasAcademicOrganization","http://dev.poderopedia.com/vocab/hasAcademicOrganization"
"sio:SIO_000285","http://semanticscience.org/resource/SIO_000285"
"swc:TutorialEvent","http://data.semanticweb.org/ns/swc/ontology#TutorialEvent"
"swpo:Tutorial","http://sw-portal.deri.org/ontologies/swportal#Tutorial"
"swpo:hasTutorials","http://sw-portal.deri.org/ontologies/swportal#hasTutorials"
"swpo:givesTutorials","http://sw-portal.deri.org/ontologies/swportal#givesTutorials"
"seo:TutorialProposals","http://purl.org/seo/TutorialProposals"
"swpo:hasTutor","http://sw-portal.deri.org/ontologies/swportal#hasTutor"
"fabio:InstructionalWork","http://purl.org/spar/fabio/InstructionalWork"
"akt:Information-Transfer-Event","http://www.aktors.org/ontology/portal#Information-Transfer-Event"
"akt:Sending-An-Email","http://www.aktors.org/ontology/portal#Sending-An-Email"
"swpo:Workshop","http://sw-portal.deri.org/ontologies/swportal#Workshop"
"swrc:Workshop","http://swrc.ontoware.org/ontology#Workshop"
"akt:Workshop","http://www.aktors.org/ontology/portal#Workshop"
"fabio:WorkshopPaper","http://purl.org/spar/fabio/WorkshopPaper"
"km4c:Mechanic_workshop","http://www.disit.org/km4city/schema#Mechanic_workshop"
"hw:createdAt","https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl#createdAt"
"dbpedia-owl:gymApparatus","http://dbpedia.org/ontology/gymApparatus"
"ontosec:Technical","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#Technical"
"eclap:technician","http://www.eclap.eu/schema/eclap/technician"
"lom:technicalSize","http://data.opendiscoveryspace.eu/lom_ontology_ods.owl#technicalSize"
"swrc:technicalReport","http://swrc.ontoware.org/ontology#technicalReport"
"cwmo:hasCreatTechnic","http://purl.org/cwmo/#hasCreatTechnic"
"swrc:TechnicalReport","http://swrc.ontoware.org/ontology#TechnicalReport"
"dbpedia-owl:currentSeason","http://dbpedia.org/ontology/currentSeason"
"dbpedia-owl:currentTeam","http://dbpedia.org/ontology/currentTeam"
"crm:P51_has_former_or_current_owner","http://www.cidoc-crm.org/cidoc-crm/P51_has_former_or_current_owner"
"ecrm:P51_has_former_or_current_owner","http://erlangen-crm.org/current/P51_has_former_or_current_owner"
"vaem:hasOwner","http://www.linkedmodel.org/schema/vaem#hasOwner"
"ecrm:P1_is_identified_by","http://erlangen-crm.org/current/P1_is_identified_by"
"mtlo:LC1_is_identified_by","http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#LC1_is_identified_by"
"mtlo:LX1_is_identified_by","http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#LX1_is_identified_by"
"rdarel:wholePartRelationshipExpression","http://rdvocab.info/RDARelationshipsWEMI/wholePartRelationshipExpression"
"obo:OBI_0000680","http://purl.obolibrary.org/obo/OBI_0000680"
"dicom:WholeBodyTechnique","http://purl.org/healthcarevocab/v1#WholeBodyTechnique"
"dicom:Tag.0018.1301","http://purl.org/healthcarevocab/v1#Tag.0018.1301"
"obo:OBI_1000049","http://purl.obolibrary.org/obo/OBI_1000049"
"rdarel:wholePartRelationship","http://rdvocab.info/RDARelationshipsWEMI/wholePartRelationship"
"maso:RBAC","http://securitytoolbox.appspot.com/MASO#RBAC"
"stac:CA-RBAC","http://securitytoolbox.appspot.com/stac#CA-RBAC"
"fabio:Paperback","http://purl.org/spar/fabio/Paperback"
"org:OrganizationalUnit","http://www.w3.org/ns/org#OrganizationalUnit"
"cwrc:PrivateSchool","http://sparql.cwrc.ca/ontologies/cwrc#PrivateSchool"
"schema:Corporation","http://schema.org/Corporation"
"sio:SIO_000693","http://semanticscience.org/resource/SIO_000693"
"vra:Corporation","http://simile.mit.edu/2003/10/ontologies/vraCore3#Corporation"
"agrelon:relatedAgent","http://d-nb.info/standards/elementset/agrelon#relatedAgent"
"agrelon:hasCorrespondent","http://d-nb.info/standards/elementset/agrelon#hasCorrespondent"
"lgdo:Crematorium","http://linkedgeodata.org/ontology/Crematorium"
"mrel:crr","http://id.loc.gov/vocabulary/relators/crr"
"rdarel2:sponsoredOrganization","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/sponsoredOrganization"
"rdau:P60688","http://rdaregistry.info/Elements/u/P60688"
"vivo:sponsoredBy","http://vivoweb.org/ontology/core#sponsoredBy"
"uri4uri:TopLevelDomain-Sponsored","http://uri4uri.net/vocab#TopLevelDomain-Sponsored"
"rdaa:P50009","http://rdaregistry.info/Elements/a/P50009"
"rdaa:P50063","http://rdaregistry.info/Elements/a/P50063"
"sor:patronIs","http://purl.org/net/soron/patronIs"
"mod:sponseredBy","http://www.isibang.ac.in/mod/ns#sponseredBy"
"agrelon:hasPatron","http://d-nb.info/standards/elementset/agrelon#hasPatron"
"vaem:hasSteward","http://www.linkedmodel.org/schema/vaem#hasSteward"
"drm:DataSteward","http://vocab.data.gov/def/drm#DataSteward"
"voag:hasSteward","http://voag.linkedmodel.org/voag#hasSteward"
"drm:Stewardship","http://vocab.data.gov/def/drm#Stewardship"
"drm:hasStewardship","http://vocab.data.gov/def/drm#hasStewardship"
"voag:GovernanceRole","http://voag.linkedmodel.org/voag#GovernanceRole"
"rdarole:donor","http://rdvocab.info/roles/donor"
"mrel:dnr","http://id.loc.gov/vocabulary/relators/dnr"
"obo:OBI_1110087","http://purl.obolibrary.org/obo/OBI_1110087"
"rdau:P60091","http://rdaregistry.info/Elements/u/P60091"
"rdarole:donorItem","http://rdvocab.info/roles/donorItem"
"rdai:P40007","http://rdaregistry.info/Elements/i/P40007"
"rdaa:P50066","http://rdaregistry.info/Elements/a/P50066"
"gvp:ulan1203_donor_of","http://vocab.getty.edu/ontology#ulan1203_donor_of"
"rdau:P60012","http://rdaregistry.info/Elements/u/P60012"
"lexinfo:Aspect","http://www.lexinfo.net/ontology/2.0/lexinfo#Aspect"
"pmopb:aspect","http://premon.fbk.eu/ontology/pb#aspect"
"pmopb:Aspect","http://premon.fbk.eu/ontology/pb#Aspect"
"bci:Aspect","https://w3id.org/BCI-ontology#Aspect"
"rdag1:aspectRatio","http://rdvocab.info/Elements/aspectRatio"
"po:aspect_ratio","http://purl.org/ontology/po/aspect_ratio"
"bibo:Standard","http://purl.org/ontology/bibo/Standard"
"ebucore:hasStandard","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#hasStandard"
"rdag1:natureOfTheContentWork","http://rdvocab.info/Elements/natureOfTheContentWork"
"rdaw:P10222","http://rdaregistry.info/Elements/w/P10222"
"rdau:P60584","http://rdaregistry.info/Elements/u/P60584"
"agrelon:RelatedAgent","http://d-nb.info/standards/elementset/agrelon#RelatedAgent"
"rdau:P60454","http://rdaregistry.info/Elements/u/P60454"
"frbr:realizer","http://purl.org/vocab/frbr/core#realizer"
"frbr:realizerOf","http://purl.org/vocab/frbr/core#realizerOf"
"infor:isRealizedBy","http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#isRealizedBy"
"dul:isRealizedBy","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isRealizedBy"
"voidwh:usesMetrics","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#usesMetrics"
"voidwh:carriedOutBy","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#carriedOutBy"
"voidwh:over","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#over"
"voidwh:Metrics","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#Metrics"
"voidwh:accordingTo","http://www.ics.forth.gr/isl/VoIDWarehouse/VoID_Extension_Schema.owl#accordingTo"
"km4c:Warehousing_and_storage","http://www.disit.org/km4city/schema#Warehousing_and_storage"
"crsw:has-author","http://courseware.rkbexplorer.com/ontologies/courseware#has-author"
"crsw:submitted-by","http://courseware.rkbexplorer.com/ontologies/courseware#submitted-by"
"crsw:number-of-credits","http://courseware.rkbexplorer.com/ontologies/courseware#number-of-credits"
"nie:lastModified","http://www.semanticdesktop.org/ontologies/2007/01/19/nie#lastModified"
"ncal:lastModified","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#lastModified"
"nfo:fileLastModified","http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#fileLastModified"
"cogs:DataStream","http://vocab.deri.ie/cogs#DataStream"
"d2rq:dataStorage","http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#dataStorage"
"iol:DataStructure","http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#DataStructure"
"conversion:DataStartRow","http://purl.org/twc/vocab/conversion/DataStartRow"
"exif:imageDataStruct","http://www.w3.org/2003/12/exif/ns#imageDataStruct"
"ispra:typeOfDataStation","http://dati.isprambiente.it/ontology/core#typeOfDataStation"
"ontosec:hasDataStructure","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#hasDataStructure"
"pc:subsidy","http://purl.org/procurement/public-contracts#subsidy"
"ei2a:EventHistory","http://opendata.aragon.es/def/ei2a#EventHistory"
"cerif:Metrics","http://www.eurocris.org/ontologies/cerif/1.3#Metrics"
"acm:D.2.8.2","http://acm.rkbexplorer.com/ontologies/acm#D.2.8.2"
"acm:D.2.8","http://acm.rkbexplorer.com/ontologies/acm#D.2.8"
"acm:D.2.8.3","http://acm.rkbexplorer.com/ontologies/acm#D.2.8.3"
"stac:SymmetricSensorKey","http://securitytoolbox.appspot.com/stac#SymmetricSensorKey"
"dicom:OphthalmicAxialLengthQualityMetricSequence","http://purl.org/healthcarevocab/v1#OphthalmicAxialLengthQualityMetricSequence"
"dbpedia-owl:Escalator","http://dbpedia.org/ontology/Escalator"
"dbpedia-owl:escalafon","http://dbpedia.org/ontology/escalafon"
"sql:ScalarFunction","http://ns.inria.fr/ast/sql#ScalarFunction"
"uniprot:Experimental_Information_Annotation","http://purl.uniprot.org/core/Experimental_Information_Annotation"
"sio:SIO_001043","http://semanticscience.org/resource/SIO_001043"
"lmm2:ExperimentalSetting","http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#ExperimentalSetting"
"scoro:ExperimentalContribution","http://purl.org/spar/scoro/ExperimentalContribution"
"km4c:exponent","http://www.disit.org/km4city/schema#exponent"
"qu:exponent","http://purl.oclc.org/NET/ssnx/qu/qu#exponent"
"iot-lite:exposes","http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposes"
"dicom:Exposure","http://purl.org/healthcarevocab/v1#Exposure"
"s4ee:exposes","https://w3id.org/saref4ee#exposes"
"iot-lite:exposedBy","http://purl.oclc.org/NET/UNIS/fiware/iot-lite#exposedBy"
"dicom:ExposedArea","http://purl.org/healthcarevocab/v1#ExposedArea"
"oan:exposeArticle","http://data.lirmm.fr/ontologies/oan/exposeArticle"
"frappe:timeExposure","http://streamreasoning.org/ontologies/frappe#timeExposure"
"semsur:hasExperimentSetup","http://purl.org/semsur/hasExperimentSetup"
"lslife:InputWCSDatasetExperimentSpecification","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#InputWCSDatasetExperimentSpecification"
"pext:SiteOfSpecialScientificInterest","http://www.ontotext.com/proton/protonext#SiteOfSpecialScientificInterest"
"deo:Results","http://purl.org/spar/deo/Results"
"oslc:results","http://open-services.net/ns/core#results"
"dicom:ResultsComments","http://purl.org/healthcarevocab/v1#ResultsComments"
"obo:OBI_0000218","http://purl.obolibrary.org/obo/OBI_0000218"
"dicom:Tag.4008.4000","http://purl.org/healthcarevocab/v1#Tag.4008.4000"
"sio:SIO_000200","http://semanticscience.org/resource/SIO_000200"
"test:expectedResults","http://www.w3.org/2006/03/test-description#expectedResults"
"dicom:RadiationSetting","http://purl.org/healthcarevocab/v1#RadiationSetting"
"cco:setting","http://purl.org/ontology/cco/core#setting"
"dul:hasSetting","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasSetting"
"dicom:LateralSpreadingDeviceSetting","http://purl.org/healthcarevocab/v1#LateralSpreadingDeviceSetting"
"oo:formalOrganization","http://purl.org/openorg/formalOrganization"
"sio:SIO_000621","http://semanticscience.org/resource/SIO_000621"
"iol:FormalLanguage","http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#FormalLanguage"
"iol:FormalExpression","http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#FormalExpression"
"dul:FormalEntity","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#FormalEntity"
"ov:formalName","http://open.vocab.org/terms/formalName"
"acm:D.2.4.3","http://acm.rkbexplorer.com/ontologies/acm#D.2.4.3"
"isoadr:AddressedPeriod.addressedTo","http://reference.data.gov.au/def/ont/iso19160-1-address#AddressedPeriod.addressedTo"
"isoadr:AddressedPeriod","http://reference.data.gov.au/def/ont/iso19160-1-address#AddressedPeriod"
"sioc:addressed_to","http://rdfs.org/sioc/ns#addressed_to"
"isoadr:AddressedPeriod.addressedObject","http://reference.data.gov.au/def/ont/iso19160-1-address#AddressedPeriod.addressedObject"
"isoadr:AddressedPeriod.addressedFrom","http://reference.data.gov.au/def/ont/iso19160-1-address#AddressedPeriod.addressedFrom"
"isoadr:AddressableObject.theAddressedPeriod","http://reference.data.gov.au/def/ont/iso19160-1-address#AddressableObject.theAddressedPeriod"
"isoadr:Address.theAddressedPeriod","http://reference.data.gov.au/def/ont/iso19160-1-address#Address.theAddressedPeriod"
"fea:IT_Initiative","http://vocab.data.gov/def/fea#IT_Initiative"
"fea:Partition","http://vocab.data.gov/def/fea#Partition"
"fea:allignedWith","http://vocab.data.gov/def/fea#allignedWith"
"fea:date","http://vocab.data.gov/def/fea#date"
"odapps:keyword","http://semweb.mmlab.be/ns/odapps#keyword"
"odapps:AppConcept","http://semweb.mmlab.be/ns/odapps#AppConcept"
"odapps:conceived","http://semweb.mmlab.be/ns/odapps#conceived"
"odapps:comment","http://semweb.mmlab.be/ns/odapps#comment"
"af:dimensions","http://purl.org/ontology/af/dimensions"
"bf:dimensions","http://id.loc.gov/ontologies/bibframe/dimensions"
"rdag1:dimensions","http://rdvocab.info/Elements/dimensions"
"ebucore:dimensions","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#dimensions"
"vra:measurementsDimensions","http://simile.mit.edu/2003/10/ontologies/vraCore3#measurementsDimensions"
"rdarole:respondent","http://rdvocab.info/roles/respondent"
"mrel:rsp","http://id.loc.gov/vocabulary/relators/rsp"
"rdarole:respondentWork","http://rdvocab.info/roles/respondentWork"
"mrel:rse","http://id.loc.gov/vocabulary/relators/rse"
"mrel:rst","http://id.loc.gov/vocabulary/relators/rst"
"rdau:P60045","http://rdaregistry.info/Elements/u/P60045"
"rdaw:P10001","http://rdaregistry.info/Elements/w/P10001"
"rdau:P60001","http://rdaregistry.info/Elements/u/P60001"
"tio:participants","http://purl.org/tio/ns#participants"
"biopax:participantStoichiometry","http://www.biopax.org/release/biopax-level3.owl#participantStoichiometry"
"dicom:SequenceItem.ParticipantSequence","http://purl.org/healthcarevocab/v1#SequenceItem.ParticipantSequence"
"sio:SIO_000881","http://semanticscience.org/resource/SIO_000881"
"pext:BoardMeeting","http://www.ontotext.com/proton/protonext#BoardMeeting"
"pext:OfficialPoliticalMeeting","http://www.ontotext.com/proton/protonext#OfficialPoliticalMeeting"
"gold:ThirdPersonProximative","http://purl.org/linguistics/gold/ThirdPersonProximative"
"voaf:exampleDataset","http://purl.org/vocommons/voaf#exampleDataset"
"acm:I.5.2.0","http://acm.rkbexplorer.com/ontologies/acm#I.5.2.0"
"md:descriptiveKeywords","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#descriptiveKeywords"
"frad:P2035","http://iflastandards.info/ns/fr/frad/P2035"
"ssso:ServiceFulfillment","http://purl.org/ontology/ssso#ServiceFulfillment"
"dio:fulfillsRequirement","https://w3id.org/dio#fulfillsRequirement"
"schema:dependencies","http://schema.org/dependencies"
"fabio:CaseForSupport","http://purl.org/spar/fabio/CaseForSupport"
"fabio:CaseForSupportDocument","http://purl.org/spar/fabio/CaseForSupportDocument"
"cwrc:PoliticalClimate","http://sparql.cwrc.ca/ontologies/cwrc#PoliticalClimate"
"biopax:EntityReference","http://www.biopax.org/release/biopax-level3.owl#EntityReference"
"sio:SIO_000408","http://semanticscience.org/resource/SIO_000408"
"cito:repliesTo","http://purl.org/spar/cito/repliesTo"
"nif:ContextCollection","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#ContextCollection"
"mls:Run","http://www.w3.org/ns/mls#Run"
"brt:Rune","http://brt.basisregistraties.overheid.nl/def/top10nl#Rune"
"lgdo:Trunk","http://linkedgeodata.org/ontology/Trunk"
"dbpedia-owl:fcRuns","http://dbpedia.org/ontology/fcRuns"
"lexinfo:Gerund","http://www.lexinfo.net/ontology/2.0/lexinfo#Gerund"
"gold:Gerund","http://purl.org/linguistics/gold/Gerund"
"oml:ObservationCollection","http://def.seegrid.csiro.au/ontology/om/om-lite#ObservationCollection"
"dicom:RTROIObservationsSequence","http://purl.org/healthcarevocab/v1#RTROIObservationsSequence"
"dicom:Tag.3006.0080","http://purl.org/healthcarevocab/v1#Tag.3006.0080"
"dicom:RelatedRTROIObservationsSequence","http://purl.org/healthcarevocab/v1#RelatedRTROIObservationsSequence"
"oml:CountObservation","http://def.seegrid.csiro.au/ontology/om/om-lite#CountObservation"
"oml:TruthObservation","http://def.seegrid.csiro.au/ontology/om/om-lite#TruthObservation"
"oml:relatedObservation","http://def.seegrid.csiro.au/ontology/om/om-lite#relatedObservation"
"biotop:attachedTo","http://purl.org/biotop/biotop.owl#attachedTo"
"ssn:attachedSystem","http://purl.oclc.org/NET/ssnx/ssn#attachedSystem"
